state,district,pincode,age_0_5,age_5_17,age_18_greater,total
Jharkhand,Dumka,814103,3,3,0,6
Jharkhand,Dumka,814110,2,2,0,4
Jharkhand,Dumka,814111,2,1,0,3
Jharkhand,Dumka,814118,1,2,0,3
Jharkhand,Dumka,814119,5,7,1,13
Jharkhand,Dumka,814141,3,2,0,5
Jharkhand,Dumka,814144,1,2,0,3
Jharkhand,Dumka,814145,3,3,0,6
Jharkhand,Dumka,814148,1,2,0,3
Jharkhand,Dumka,814153,6,4,0,10
Jharkhand,Dumka,814156,3,2,0,5
Jharkhand,Dumka,814158,2,2,0,4
Jharkhand,Dumka,814166,1,1,0,2
Jharkhand,Dumka,814167,1,2,0,3
Jharkhand,Dumka,815359,5,2,0,7
Jharkhand,Dumka,816103,2,2,0,4
Jharkhand,Dumka,816117,1,1,0,2
Jharkhand,Dumka,816118,2,2,0,4
Jharkhand,East Singhbhum,831001,2,0,0,2
Jharkhand,East Singhbhum,831002,7,3,0,10
Jharkhand,East Singhbhum,831003,2,0,0,2
Jharkhand,East Singhbhum,831004,3,1,0,4
Jharkhand,East Singhbhum,831005,2,0,0,2
Jharkhand,East Singhbhum,831006,2,0,0,2
Jharkhand,East Singhbhum,831007,1,0,0,1
Jharkhand,East Singhbhum,831008,1,0,0,1
Jharkhand,East Singhbhum,831009,2,0,0,2
Jharkhand,East Singhbhum,831011,2,1,0,3
Jharkhand,East Singhbhum,831012,3,2,0,5
Jharkhand,East Singhbhum,831014,1,0,0,1
Jharkhand,East Singhbhum,831015,1,0,0,1
Jharkhand,East Singhbhum,831016,1,0,0,1
Jharkhand,East Singhbhum,831017,2,0,0,2
Jharkhand,East Singhbhum,831018,1,0,0,1
Jharkhand,East Singhbhum,831019,1,0,0,1
Jharkhand,East Singhbhum,832101,8,2,0,10
Jharkhand,East Singhbhum,832102,3,2,0,5
Jharkhand,East Singhbhum,832103,0,0,0,0
Jharkhand,East Singhbhum,832104,7,5,0,12
Jharkhand,East Singhbhum,832105,9,3,0,12
Jharkhand,East Singhbhum,832106,1,0,0,1
Jharkhand,East Singhbhum,832107,1,1,0,2
Jharkhand,East Singhbhum,832110,5,2,0,7
Jharkhand,East Singhbhum,832301,8,2,0,10
Jharkhand,East Singhbhum,832302,6,3,0,9
Jharkhand,East Singhbhum,832303,6,2,0,8
Jharkhand,East Singhbhum,832304,2,1,0,3
Jharkhand,East Singhbhum,832404,3,1,0,4
Jharkhand,East Singhbhum,833101,2,1,0,3
Jharkhand,East Singhbhum,833201,8,7,0,15
Jharkhand,Garhwa,822112,10,4,0,14
Jharkhand,Garhwa,822114,12,3,0,15
Jharkhand,Garhwa,822115,4,1,0,5
Jharkhand,Garhwa,822116,7,2,0,9
Jharkhand,Garhwa,822120,5,2,0,7
Jharkhand,Garhwa,822121,7,4,0,11
Jharkhand,Garhwa,822124,5,1,0,6
Jharkhand,Garhwa,822125,6,2,0,8
Jharkhand,Garhwa,822127,1,0,0,1
Jharkhand,Garhwa,822128,6,2,0,8
Jharkhand,Garhwa,822129,1,1,0,2
Jharkhand,Garhwa,822133,2,1,0,3
Jharkhand,Garhwa *,822118,10,2,0,12
Jharkhand,Giridih,815301,8,9,0,17
Jharkhand,Giridih,815302,3,4,0,7
Jharkhand,Giridih,815311,2,1,0,3
Jharkhand,Giridih,815312,21,17,0,38
Jharkhand,Giridih,815313,5,4,0,9
Jharkhand,Giridih,815314,7,5,0,12
Jharkhand,Giridih,815315,4,2,0,6
Jharkhand,Giridih,815316,8,5,0,13
Jharkhand,Giridih,815317,3,3,0,6
Jharkhand,Giridih,815318,4,3,0,7
Jharkhand,Giridih,825108,7,8,0,15
Jharkhand,Giridih,825167,4,3,0,7
Jharkhand,Giridih,825320,6,5,0,11
Jharkhand,Giridih,825322,5,3,0,8
Jharkhand,Giridih,825324,9,8,0,17
Jharkhand,Giridih,825329,1,1,0,2
Jharkhand,Giridih,825412,9,7,0,16
Jharkhand,Giridih,825418,4,1,0,5
Jharkhand,Godda,813208,4,3,0,7
Jharkhand,Godda,814133,9,6,0,15
Jharkhand,Godda,814147,4,2,0,6
Jharkhand,Godda,814154,6,4,0,10
Jharkhand,Godda,814155,5,2,0,7
Jharkhand,Godda,814160,6,3,0,9
Jharkhand,Godda,814165,4,2,0,6
Jharkhand,Godda,816102,4,3,0,7
Jharkhand,Gumla,835201,3,1,0,4
Jharkhand,Gumla,835203,2,1,0,3
Jharkhand,Gumla,835206,4,2,0,6
Jharkhand,Gumla,835207,11,6,0,17
Jharkhand,Gumla,835208,5,5,0,10
Jharkhand,Gumla,835210,7,6,0,13
Jharkhand,Gumla,835211,3,2,0,5
Jharkhand,Gumla,835218,1,0,0,1
Jharkhand,Gumla,835220,3,2,0,5
Jharkhand,Gumla,835223,6,2,0,8
Jharkhand,Gumla,835227,4,4,0,8
Jharkhand,Gumla,835229,3,1,0,4
Jharkhand,Gumla,835230,3,2,0,5
Jharkhand,Gumla,835231,3,3,0,6
Jharkhand,Gumla,835232,3,1,0,4
Jharkhand,Gumla,835233,5,2,0,7
Jharkhand,Gumla,835234,2,1,0,3
Jharkhand,Gumla,835302,11,6,0,17
Jharkhand,Gumla,835324,9,4,0,13
Jharkhand,Hazaribag,825109,3,2,0,5
Jharkhand,Hazaribag,825301,7,3,0,10
Jharkhand,Hazaribag,825302,3,1,0,4
Jharkhand,Hazaribag,825311,6,3,0,9
Jharkhand,Hazaribag,825313,3,1,0,4
Jharkhand,Hazaribag,825317,1,0,0,1
Jharkhand,Hazaribag,825319,3,2,0,5
Jharkhand,Hazaribag,825323,5,2,0,7
Jharkhand,Hazaribag,825336,1,1,0,2
Jharkhand,Hazaribag,825402,3,1,0,4
Jharkhand,Hazaribag,825405,4,2,0,6
Jharkhand,Hazaribag,825413,1,1,0,2
Jharkhand,Hazaribag,829109,1,1,0,2
Jharkhand,Hazaribag,829122,2,2,0,4
Jharkhand,Hazaribagh,825101,4,2,0,6
Jharkhand,Hazaribagh,825303,1,1,0,2
Jharkhand,Hazaribagh,825326,1,0,0,1
Jharkhand,Hazaribagh,825330,1,1,0,2
Jharkhand,Hazaribagh,825409,5,3,0,8
Jharkhand,Hazaribagh,829101,1,1,0,2
Jharkhand,Hazaribagh,829110,8,3,0,11
Jharkhand,Hazaribagh,829125,0,1,0,1
Jharkhand,Hazaribagh,829129,1,1,0,2
Jharkhand,Jamtara,815354,4,2,0,6
Jharkhand,Jamtara,815355,5,2,0,7
Jharkhand,Khunti,834004,3,2,0,5
Jharkhand,Khunti,835202,7,2,0,9
Jharkhand,Khunti,835209,2,1,0,3
Jharkhand,Khunti,835216,3,3,0,6
Jharkhand,Khunti,835221,2,1,0,3
Jharkhand,Khunti,835225,4,2,0,6
Jharkhand,Khunti,835303,6,2,0,8
Jharkhand,Kodarma,825132,2,2,0,4
Jharkhand,Kodarma,825318,4,2,0,6
Jharkhand,Kodarma,825407,3,2,0,5
Jharkhand,Kodarma,825410,3,1,0,4
Jharkhand,Latehar,822111,2,1,0,3
Jharkhand,Latehar,822119,4,1,0,5
Jharkhand,Latehar,822126,3,1,0,4
Jharkhand,Latehar,829202,7,4,0,11
Jharkhand,Latehar,829203,3,2,0,5
Jharkhand,Latehar,829204,2,2,0,4
Jharkhand,Latehar,829206,3,2,0,5
Jharkhand,Latehar,829207,2,1,0,3
Jharkhand,Latehar,829208,1,0,0,1
Jharkhand,Lohardaga,835205,5,2,1,8
Jharkhand,Lohardaga,835213,4,1,0,5
Jharkhand,Lohardaga,835214,7,3,0,10
Jharkhand,Lohardaga,835301,4,1,0,5
Jharkhand,Lohardaga,835304,1,0,0,1
Jharkhand,Lohardaga,835325,3,1,0,4
Jharkhand,Pakaur,816104,4,2,0,6
Jharkhand,Pakaur,816105,2,1,0,3
Jharkhand,Pakaur,816107,23,19,0,42
Jharkhand,Pakur,816106,4,2,0,6
Jharkhand,Palamau,822101,3,1,0,4
Jharkhand,Palamau,822113,8,3,0,11
Jharkhand,Palamau,822122,8,3,0,11
Jharkhand,Palamau,822123,12,3,0,15
Jharkhand,Palamau,822131,2,1,0,3
Jharkhand,Palamau,822132,2,0,0,2
Jharkhand,Palamu,822102,3,1,0,4
Jharkhand,Palamu,822110,12,2,0,14
Jharkhand,Palamu,822117,2,0,0,2
Jharkhand,Palamu,829201,0,1,0,1
Jharkhand,Pashchimi Singhbhum,831013,2,1,0,3
Jharkhand,Pashchimi Singhbhum,832108,2,1,0,3
Jharkhand,Pashchimi Singhbhum,833102,6,2,0,8
Jharkhand,Pashchimi Singhbhum,833103,4,1,0,5
Jharkhand,Pashchimi Singhbhum,833104,7,3,0,10
Jharkhand,Pashchimi Singhbhum,833105,3,2,0,5
Jharkhand,Pashchimi Singhbhum,833203,3,2,0,5
Jharkhand,Pashchimi Singhbhum,833214,10,7,0,17
Jharkhand,Pashchimi Singhbhum,833215,2,2,0,4
Jharkhand,Pashchimi Singhbhum,833218,2,1,0,3
Jharkhand,Ramgarh,825314,1,1,0,2
Jharkhand,Ramgarh,825316,1,1,0,2
Jharkhand,Ramgarh,829102,1,0,0,1
Jharkhand,Ramgarh,829103,1,0,0,1
Jharkhand,Ramgarh,829105,1,1,0,2
Jharkhand,Ramgarh,829106,1,1,0,2
Jharkhand,Ramgarh,829108,1,1,0,2
Jharkhand,Ramgarh,829117,3,1,0,4
Jharkhand,Ramgarh,829118,1,1,0,2
Jharkhand,Ramgarh,829119,1,1,0,2
Jharkhand,Ramgarh,829126,1,1,0,2
Jharkhand,Ramgarh,829133,1,1,0,2
Jharkhand,Ramgarh,829134,1,1,0,2
Jharkhand,Ramgarh,829135,1,1,0,2
Jharkhand,Ramgarh,829143,1,1,0,2
Jharkhand,Ramgarh,829150,2,0,0,2
Jharkhand,Ranchi,829205,1,1,0,2
Jharkhand,Ranchi,829209,1,1,0,2
Jharkhand,Ranchi,829210,1,1,0,2
Jharkhand,Ranchi,834001,17,12,1,30
Jharkhand,Ranchi,834002,10,8,1,19
Jharkhand,Ranchi,834003,4,2,0,6
Jharkhand,Ranchi,834005,4,3,0,7
Jharkhand,Ranchi,834006,4,1,0,5
Jharkhand,Ranchi,834007,1,0,0,1
Jharkhand,Ranchi,834008,2,1,0,3
Jharkhand,Ranchi,834009,3,2,0,5
Jharkhand,Ranchi,834010,4,2,0,6
Jharkhand,Ranchi,835101,2,1,0,3
Jharkhand,Ranchi,835102,4,2,0,6
Jharkhand,Ranchi,835103,4,2,0,6
Jharkhand,Ranchi,835204,6,3,0,9
Jharkhand,Ranchi,835215,1,0,0,1
Jharkhand,Ranchi,835217,2,1,0,3
Jharkhand,Ranchi,835219,6,2,0,8
Jharkhand,Ranchi,835222,9,5,1,15
Jharkhand,Sahebganj,816101,5,4,0,9
Jharkhand,Sahebganj,816109,6,5,0,11
Jharkhand,Sahebganj,816110,2,1,0,3
Jharkhand,Sahebganj,816115,1,1,0,2
Jharkhand,Sahebganj,816116,3,2,0,5
Jharkhand,Sahebganj,816120,2,1,0,3
Jharkhand,Sahebganj,816129,3,2,0,5
Jharkhand,Seraikela-Kharsawan,832109,1,0,0,1
Jharkhand,Seraikela-Kharsawan,832401,4,1,0,5
Jharkhand,Seraikela-Kharsawan,832402,2,0,0,2
Jharkhand,Seraikela-Kharsawan,832403,2,1,0,3
Jharkhand,Seraikela-Kharsawan,833216,3,1,0,4
Jharkhand,Seraikela-Kharsawan,833219,1,1,0,2
Jharkhand,Seraikela-Kharsawan,833220,3,1,0,4
Jharkhand,Simdega,835212,3,1,0,4
Jharkhand,Simdega,835226,3,1,0,4
Jharkhand,Simdega,835228,2,1,0,3
Jharkhand,Simdega,835235,1,1,0,2
Jharkhand,West Singhbhum,833106,1,1,0,2
Jharkhand,West Singhbhum,833212,2,0,0,2
Jharkhand,West Singhbhum,833213,0,1,0,1
Jharkhand,West Singhbhum,833217,1,0,0,1
Jharkhand,West Singhbhum,833221,1,1,0,2
Jharkhand,West Singhbhum,833222,0,1,0,1
Jharkhand,West Singhbhum,833223,0,0,0,0
Karnataka,Bagalkot,586113,2,0,0,2
Karnataka,Bagalkot,586125,2,0,0,2
Karnataka,Bagalkot,586126,1,0,0,1
Karnataka,Bagalkot,587101,2,0,0,2
Karnataka,Bagalkot,587102,1,0,0,1
Karnataka,Bagalkot,587103,2,0,0,2
Karnataka,Bagalkot,587111,3,0,0,3
Karnataka,Bagalkot,587112,2,0,0,2
Karnataka,Bagalkot,587113,3,1,0,4
Karnataka,Bagalkot,587114,1,0,0,1
Karnataka,Bagalkot,587115,2,0,0,2
Karnataka,Bagalkot,587116,4,0,0,4
Karnataka,Bagalkot,587117,2,0,0,2
Karnataka,Bagalkot,587118,4,0,0,4
Karnataka,Bagalkot,587119,3,0,0,3
Karnataka,Bagalkot,587120,2,0,0,2
Karnataka,Bagalkot,587121,2,1,0,3
Karnataka,Bagalkot,587122,3,0,0,3
Karnataka,Bagalkot,587124,3,0,0,3
Karnataka,Bagalkot,587125,5,1,0,6
Karnataka,Bagalkot,587154,5,1,0,6
Karnataka,Bagalkot,587155,2,0,0,2
Karnataka,Bagalkot,587156,1,0,0,1
Karnataka,Bagalkot,587201,4,1,0,5
Karnataka,Bagalkot,587202,4,0,0,4
Karnataka,Bagalkot,587203,3,0,0,3
Karnataka,Bagalkot,587204,3,0,0,3
Karnataka,Bagalkot,587205,2,0,0,2
Karnataka,Bagalkot,587206,4,1,0,5
Karnataka,Bagalkot,587207,2,0,0,2
Karnataka,Bagalkot,587301,6,1,0,7
Karnataka,Bagalkot,587311,4,0,0,4
Karnataka,Bagalkot,587312,4,1,0,5
Karnataka,Bagalkot,587313,4,1,0,5
Karnataka,Bagalkot,587314,2,0,0,2
Karnataka,Bagalkot,587315,3,1,0,4
Karnataka,Bagalkot,587316,1,0,0,1
Karnataka,Bagalkot,587330,3,1,0,4
Karnataka,Ballari,583101,5,0,0,5
Karnataka,Ballari,583102,4,0,0,4
Karnataka,Ballari,583103,2,0,0,2
Karnataka,Ballari,583104,1,0,0,1
Karnataka,Ballari,583111,2,0,0,2
Karnataka,Ballari,583112,2,0,0,2
Karnataka,Ballari,583113,2,0,0,2
Karnataka,Ballari,583114,2,0,0,2
Karnataka,Ballari,583115,2,0,0,2
Karnataka,Ballari,583116,2,0,0,2
Karnataka,Ballari,583117,2,0,0,2
Karnataka,Ballari,583118,1,0,0,1
Karnataka,Ballari,583119,2,0,0,2
Karnataka,Ballari,583120,3,0,0,3
Karnataka,Ballari,583121,2,0,0,2
Karnataka,Ballari,583122,2,0,0,2
Karnataka,Ballari,583123,2,0,0,2
Karnataka,Ballari,583124,2,0,0,2
Karnataka,Ballari,583126,1,0,0,1
Karnataka,Ballari,583128,2,1,0,3
Karnataka,Ballari,583129,2,0,0,2
Karnataka,Ballari,583130,1,0,0,1
Karnataka,Ballari,583132,2,0,0,2
Karnataka,Ballari,583134,2,0,0,2
Karnataka,Ballari,583135,2,0,0,2
Karnataka,Ballari,583136,1,0,0,1
Karnataka,Ballari,583201,3,0,0,3
Karnataka,Ballari,583203,1,0,0,1
Karnataka,Ballari,583211,1,0,0,1
Karnataka,Ballari,583212,2,1,0,3
Karnataka,Ballari,583214,1,0,0,1
Karnataka,Ballari,583215,1,0,0,1
Karnataka,Ballari,583216,2,0,0,2
Karnataka,Ballari,583217,1,0,0,1
Karnataka,Ballari,583218,1,0,0,1
Karnataka,Ballari,583219,2,0,0,2
Karnataka,Ballari,583220,1,0,0,1
Karnataka,Ballari,583221,1,0,0,1
Karnataka,Ballari,583222,2,0,0,2
Karnataka,Ballari,583223,2,0,0,2
Karnataka,Ballari,583224,2,0,0,2
Karnataka,Ballari,583225,1,0,0,1
Karnataka,Ballari,583239,1,0,0,1
Karnataka,Ballari,583275,1,0,0,1
Karnataka,Bangalore,560001,3,1,1,5
Karnataka,Bangalore,560002,1,0,0,1
Karnataka,Bangalore,560003,1,0,0,1
Karnataka,Bangalore,560004,3,1,0,4
Karnataka,Bangalore,560005,4,2,1,7
Karnataka,Bangalore,560006,1,0,0,1
Karnataka,Bangalore,560007,1,0,0,1
Karnataka,Bangalore,560008,3,1,1,5
Karnataka,Bangalore,560009,0,0,0,0
Karnataka,Bangalore,560010,5,1,1,7
Karnataka,Bangalore,560011,2,0,0,2
Karnataka,Bangalore,560013,1,0,0,1
Karnataka,Bangalore,560014,1,0,0,1
Karnataka,Bangalore,560015,1,0,0,1
Karnataka,Bangalore,560016,8,4,2,14
Karnataka,Bangalore,560017,2,1,0,3
Karnataka,Bangalore,560018,2,0,0,2
Karnataka,Bangalore,560019,1,0,0,1
Karnataka,Bangalore,560020,1,0,0,1
Karnataka,Bangalore,560021,2,0,0,2
Karnataka,Bangalore,560022,2,0,0,2
Karnataka,Bangalore,560023,2,0,0,2
Karnataka,Bangalore,560024,3,1,1,5
Karnataka,Bangalore,560025,1,0,0,1
Karnataka,Bangalore,560026,4,1,0,5
Karnataka,Bangalore,560027,2,1,0,3
Karnataka,Bangalore,560028,1,0,0,1
Karnataka,Bangalore,560029,5,2,1,8
Karnataka,Bangalore,560030,2,0,0,2
Karnataka,Bangalore,560032,11,3,1,15
Karnataka,Bangalore,560033,2,0,0,2
Karnataka,Bangalore,560034,2,1,1,4
Karnataka,Bangalore,560035,7,5,4,16
Karnataka,Bangalore,560036,8,4,2,14
Karnataka,Bangalore,560037,6,5,5,16
Karnataka,Bangalore,560038,2,1,1,4
Karnataka,Bangalore,560039,2,0,0,2
Karnataka,Bangalore,560040,2,0,0,2
Karnataka,Bangalore,560041,2,1,0,3
Karnataka,Bangalore,560042,1,0,0,1
Karnataka,Bangalore,560043,9,6,4,19
Karnataka,Bangalore,560045,14,4,1,19
Karnataka,Bangalore,560046,2,1,0,3
Karnataka,Bangalore,560047,6,2,1,9
Karnataka,Bangalore,560048,5,3,2,10
Karnataka,Bangalore,560049,7,2,1,10
Karnataka,Bangalore,560050,1,0,0,1
Karnataka,Bangalore,560051,1,0,0,1
Karnataka,Bangalore,560052,0,0,1,1
Karnataka,Bangalore,560053,1,0,0,1
Karnataka,Bangalore,560054,1,0,0,1
Karnataka,Bangalore,560055,1,0,0,1
Karnataka,Bangalore,560056,2,0,0,2
Karnataka,Bangalore,560057,2,0,0,2
Karnataka,Bangalore,560058,6,1,1,8
Karnataka,Bangalore,560059,2,0,0,2
Karnataka,Bangalore,560060,5,1,0,6
Karnataka,Bangalore,560061,8,3,1,12
Karnataka,Bangalore,560062,6,2,1,9
Karnataka,Bangalore,560063,1,0,0,1
Karnataka,Bangalore,560064,12,4,2,18
Karnataka,Bangalore,560065,1,0,0,1
Karnataka,Bangalore,560066,7,5,3,15
Karnataka,Bangalore,560067,7,3,3,13
Karnataka,Bangalore,560068,12,7,4,23
Karnataka,Bangalore,560069,1,0,0,1
Karnataka,Bangalore,560070,2,0,0,2
Karnataka,Bangalore,560071,1,0,0,1
Karnataka,Bangalore,560072,2,0,0,2
Karnataka,Bangalore,560073,2,0,0,2
Karnataka,Bangalore,560075,3,2,1,6
Karnataka,Bangalore,560076,9,5,2,16
Karnataka,Bangalore,560077,9,5,3,17
Karnataka,Bangalore,560078,9,4,1,14
Karnataka,Bangalore,560079,2,0,0,2
Karnataka,Bangalore,560080,1,0,0,1
Karnataka,Bangalore,560082,2,0,0,2
Karnataka,Bangalore,560083,4,1,0,5
Karnataka,Bangalore,560084,4,2,1,7
Karnataka,Bangalore,560085,5,1,0,6
Karnataka,Bangalore,560086,2,0,0,2
Karnataka,Bangalore,560087,6,3,2,11
Karnataka,Bangalore,560088,1,0,0,1
Karnataka,Bangalore,560089,1,0,0,1
Karnataka,Bangalore,560090,2,0,0,2
Karnataka,Bangalore,560091,12,2,1,15
Karnataka,Bangalore,560092,4,1,1,6
Karnataka,Bangalore,560093,3,2,2,7
Karnataka,Bangalore,560094,2,1,0,3
Karnataka,Bangalore,560095,1,0,0,1
Karnataka,Bangalore,560096,2,0,0,2
Karnataka,Bangalore,560097,7,2,1,10
Karnataka,Bangalore,560098,2,1,0,3
Karnataka,Bangalore,560099,6,3,1,10
Karnataka,Bangalore,560100,10,6,2,18
Karnataka,Bangalore,560102,4,3,2,9
Karnataka,Bangalore,560103,4,3,3,10
Karnataka,Bangalore,560104,1,0,0,1
Karnataka,Bangalore,560105,2,1,0,3
Karnataka,Bangalore,561203,5,0,0,5
Karnataka,Bangalore,562106,4,1,0,5
Karnataka,Bangalore,562107,2,0,0,2
Karnataka,Bangalore,562110,5,1,0,6
Karnataka,Bangalore,562111,2,0,0,2
Karnataka,Bangalore,562120,3,1,0,4
Karnataka,Bangalore,562123,3,0,0,3
Karnataka,Bangalore,562125,4,2,0,6
Karnataka,Bangalore,562129,2,0,0,2
Karnataka,Bangalore,562130,2,0,0,2
Karnataka,Bangalore,562149,1,0,0,1
Karnataka,Bangalore,562157,2,0,0,2
Karnataka,Bangalore Rural,561204,2,0,0,2
Karnataka,Bangalore Rural,561205,1,0,0,1
Karnataka,Bangalore Rural,562102,2,0,0,2
Karnataka,Bangalore Rural,562108,1,1,0,2
Karnataka,Bangalore Rural,562114,6,1,0,7
Karnataka,Bangalore Rural,562117,5,1,0,6
Karnataka,Bangalore Rural,562121,2,0,0,2
Karnataka,Bangalore Rural,562122,2,0,0,2
Karnataka,Bangalore Rural,562126,2,0,0,2
Karnataka,Bangalore Rural,562127,2,1,0,3
Karnataka,Bangalore Rural,562132,2,0,0,2
Karnataka,Bangalore Rural,562135,3,0,0,3
Karnataka,Bangalore Rural,562162,1,0,0,1
Karnataka,Bangalore Rural,563160,2,0,0,2
Karnataka,Belagavi,590001,2,0,0,2
Karnataka,Belagavi,590003,2,0,0,2
Karnataka,Belagavi,590005,2,0,0,2
Karnataka,Belagavi,590006,1,0,0,1
Karnataka,Belagavi,590008,1,0,0,1
Karnataka,Belagavi,590009,1,0,0,1
Karnataka,Belagavi,590010,2,0,0,2
Karnataka,Belagavi,590011,1,0,0,1
Karnataka,Belagavi,590014,2,0,0,2
Karnataka,Belagavi,590016,4,0,0,4
Karnataka,Belagavi,590018,1,0,0,1
Karnataka,Belagavi,590019,1,0,0,1
Karnataka,Belagavi,591101,2,0,0,2
Karnataka,Belagavi,591102,3,0,0,3
Karnataka,Belagavi,591103,2,0,0,2
Karnataka,Belagavi,591104,2,0,0,2
Karnataka,Belagavi,591106,2,0,0,2
Karnataka,Belagavi,591107,1,0,0,1
Karnataka,Belagavi,591108,2,0,0,2
Karnataka,Belagavi,591109,2,0,0,2
Karnataka,Belagavi,591110,1,0,0,1
Karnataka,Belagavi,591111,1,0,0,1
Karnataka,Belagavi,591112,1,0,0,1
Karnataka,Belagavi,591113,1,0,0,1
Karnataka,Belagavi,591114,2,0,0,2
Karnataka,Belagavi,591115,2,0,0,2
Karnataka,Belagavi,591116,1,0,0,1
Karnataka,Belagavi,591117,3,0,0,3
Karnataka,Belagavi,591118,1,0,0,1
Karnataka,Belagavi,591119,2,0,0,2
Karnataka,Belagavi,591120,1,0,0,1
Karnataka,Belagavi,591121,1,0,0,1
Karnataka,Belagavi,591122,2,0,0,2
Karnataka,Belagavi,591123,3,0,0,3
Karnataka,Belagavi,591124,1,0,0,1
Karnataka,Belagavi,591125,1,0,0,1
Karnataka,Belagavi,591126,3,0,0,3
Karnataka,Belagavi,591127,1,0,0,1
Karnataka,Belagavi,591128,1,0,0,1
Karnataka,Belagavi,591129,2,0,0,2
Karnataka,Belagavi,591130,2,0,0,2
Karnataka,Belagavi,591131,1,0,0,1
Karnataka,Belagavi,591136,1,0,0,1
Karnataka,Belagavi,591143,1,0,0,1
Karnataka,Belagavi,591147,1,0,0,1
Karnataka,Belagavi,591153,1,0,0,1
Karnataka,Belagavi,591156,1,0,0,1
Karnataka,Belagavi,591173,1,0,0,1
Karnataka,Belagavi,591201,1,0,0,1
Karnataka,Belagavi,591211,1,0,0,1
Karnataka,Belagavi,591212,2,0,0,2
Karnataka,Belagavi,591213,2,0,0,2
Karnataka,Belagavi,591214,1,0,0,1
Karnataka,Belagavi,591215,1,0,0,1
Karnataka,Belagavi,591216,1,0,0,1
Karnataka,Belagavi,591217,2,0,0,2
Karnataka,Belagavi,591219,1,0,0,1
Karnataka,Belagavi,591220,2,1,0,3
Karnataka,Belagavi,591221,2,0,0,2
Karnataka,Belagavi,591222,3,0,0,3
Karnataka,Belagavi,591223,1,0,0,1
Karnataka,Belagavi,591224,2,0,0,2
Karnataka,Belagavi,591225,1,0,0,1
Karnataka,Belagavi,591226,2,0,0,2
Karnataka,Belagavi,591227,2,0,0,2
Karnataka,Belagavi,591228,1,0,0,1
Karnataka,Belagavi,591229,1,0,0,1
Karnataka,Belagavi,591230,2,0,0,2
Karnataka,Belagavi,591231,1,0,0,1
Karnataka,Belagavi,591232,2,0,0,2
Karnataka,Belagavi,591233,2,0,0,2
Karnataka,Belagavi,591234,1,0,0,1
Karnataka,Belagavi,591235,2,1,0,3
Karnataka,Belagavi,591236,1,0,0,1
Karnataka,Belagavi,591237,3,0,0,3
Karnataka,Belagavi,591238,1,0,0,1
Karnataka,Belagavi,591239,1,0,0,1
Karnataka,Belagavi,591240,2,0,0,2
Karnataka,Belagavi,591241,1,0,0,1
Karnataka,Belagavi,591242,1,0,0,1
Karnataka,Belagavi,591243,2,0,0,2
Karnataka,Belagavi,591244,1,0,0,1
Karnataka,Belagavi,591246,1,0,0,1
Karnataka,Belagavi,591247,1,0,0,1
Karnataka,Belagavi,591248,2,0,0,2
Karnataka,Belagavi,591254,1,0,0,1
Karnataka,Belagavi,591263,1,0,0,1
Karnataka,Belagavi,591265,2,0,0,2
Karnataka,Belagavi,591287,1,0,0,1
Karnataka,Belagavi,591301,1,0,0,1
Karnataka,Belagavi,591302,3,0,0,3
Karnataka,Belagavi,591303,2,0,0,2
Karnataka,Belagavi,591304,3,0,0,3
Karnataka,Belagavi,591305,1,0,0,1
Karnataka,Belagavi,591306,2,0,0,2
Karnataka,Belagavi,591307,3,0,0,3
Karnataka,Belagavi,591308,1,0,0,1
Karnataka,Belagavi,591309,2,0,0,2
Karnataka,Belagavi,591310,2,0,0,2
Karnataka,Belagavi,591311,2,0,0,2
Karnataka,Belagavi,591312,2,0,0,2
Karnataka,Belagavi,591313,2,0,0,2
Karnataka,Belagavi,591315,1,0,0,1
Karnataka,Belagavi,591316,1,0,0,1
Karnataka,Belagavi,591317,4,1,0,5
Karnataka,Belagavi,591340,1,0,0,1
Karnataka,Belagavi,591344,2,0,0,2
Karnataka,Bellary,583152,1,0,0,1
Karnataka,Bellary,583276,1,0,0,1
Karnataka,Bengaluru,560012,1,0,0,1
Karnataka,Bengaluru,560074,1,0,0,1
Karnataka,Bengaluru,560081,0,0,0,0
Karnataka,Bengaluru,560107,1,0,0,1
Karnataka,Bengaluru,560108,1,0,0,1
Karnataka,Bengaluru,560109,1,0,0,1
Karnataka,Bengaluru,560110,1,0,0,1
Karnataka,Bengaluru,560111,1,0,0,1
Karnataka,Bengaluru,560112,0,0,2,2
Karnataka,Bengaluru,560113,1,0,0,1
Karnataka,Bengaluru,560114,1,0,0,1
Karnataka,Bengaluru,560115,1,0,0,1
Karnataka,Bengaluru,562109,3,1,0,4
Karnataka,Bengaluru Rural,562163,0,0,0,0
Karnataka,Bengaluru South,561101,2,1,0,3
Karnataka,Bengaluru South,562112,3,0,0,3
Karnataka,Bengaluru South,562119,2,0,0,2
Karnataka,Bengaluru South,562138,3,0,0,3
Karnataka,Bengaluru South,562159,5,2,0,7
Karnataka,Bengaluru South,562160,6,1,0,7
Karnataka,Bengaluru South,562161,1,0,0,1
Karnataka,Bidar,585226,3,1,0,4
Karnataka,Bidar,585227,3,1,0,4
Karnataka,Bidar,585326,4,1,0,5
Karnataka,Bidar,585327,7,1,0,8
Karnataka,Bidar,585328,4,1,0,5
Karnataka,Bidar,585329,2,1,0,3
